hospital,demand,seed,variant,public_p90_s,bed_p90_s,public_mean_s,bed_mean_s,public_count,bed_count,trips,utilization_pct,clearance_min
hongkong,1,223,a,125.01029709453233,140.64600239126398,69.68579537376054,99.40673436677781,1054,70,708,99.1575843397523,2.7646780121575225
hongkong,1,223,b,134.04102395191794,122.3907495892755,79.95650409668241,54.176633239458695,1054,70,654,89.69276509743713,3.1368160865114683
hongkong,1,269,a,139.78427876000393,167.03618355047738,75.94951661482601,112.00039291631798,1042,82,707,99.30448225950049,2.801278558580058
hongkong,1,269,b,135.5497639474067,287.9733791181265,79.9259332196806,127.51178553973489,1042,82,672,92.41953664504908,2.620106780810147
hongkong,1,317,a,134.99046875675273,182.89802966296975,73.63986384095264,117.04476655636252,1054,76,707,99.33756976122433,2.442599816873341
hongkong,1,317,b,130.6704108996458,471.2579296046051,78.8015599006961,222.49380513384926,1054,76,663,91.08305793047174,4.783761688239732
hongkong,1,373,a,128.55777224609392,155.45843832718782,74.73312894391469,106.9887035964049,1021,74,702,98.94070388213905,2.816098105914959
hongkong,1,373,b,140.38475142907464,183.90818598472023,84.09905958003122,87.97766208001636,1021,74,649,90.0515461914404,2.526898117517582
hongkong,1,431,a,119.4343306369422,148.93465189604808,64.50014999200864,97.49220169963814,1050,71,716,99.08476048595686,2.202954871597649
hongkong,1,431,b,127.06823120828987,160.62756998689383,74.66402645651884,70.01239525969255,1050,71,660,90.03001860517294,2.065688537417494
hongkong,1.4,13,a,161.11379038147433,188.86939234658385,92.64579355591935,149.280251994372,1538,93,702,99.93829360451686,4.599458863461556
hongkong,1.4,13,b,161.46659835631706,225.58629636405092,95.189713759715,102.84866477091735,1538,93,681,94.60525719432053,5.338548231396696
hongkong,1.4,29,a,182.0595454604918,225.8942862374488,101.09069008455532,172.06939071947414,1501,99,698,99.94219003024996,4.181202985130797
hongkong,1.4,29,b,161.16141495828833,492.96037732721237,96.49338436684769,229.666349646389,1501,99,690,95.48309754025229,10.072766980518251
hongkong,1.4,47,a,192.55085682148456,230.14806457132147,107.84019156912562,169.2551288704798,1511,125,682,99.86117574280969,4.893537370018566
hongkong,1.4,47,b,164.13628415911353,797.1232237629397,96.11375934229632,534.1814800443603,1511,125,717,99.72518401984102,16.606050345271523
hongkong,1.4,71,a,175.77277670322619,224.16160325396967,98.01185777809796,163.56527027937068,1519,92,693,99.83298061890872,3.0877093406138254
hongkong,1.4,71,b,167.46077599151187,433.7318311306831,98.67951661379351,213.28448131264153,1519,92,682,94.92386617547545,3.4379024888946637
